HOUSING LEVY 1.5%,," 181,843.22 "," 90,921.61 "," 5,970.78 "," 6,608.67 "," 3,609.49 "," 2,336.55 "," 8,250.00 "," 6,605.74 ", -   ," 6,000.00 "," 5,434.76 "," 5,490.57 "," 5,377.75 "," 4,736.25 "," 3,750.00 "," 1,937.01 "," 1,444.26 "," 1,273.26 "," 1,359.63 ", 861.69 , 717.03 , 788.40 , 788.74 , 717.04 , 717.03 , -   , -   , 717.03 , 666.23 , 666.23 , 666.23 , 666.23 , -   ," 2,151.72 ", 786.76 , 908.90 , 682.70 , 571.22 , 615.71 , 667.39 , 538.80 , 584.14 , 694.65 , 694.65 , 568.35 , 825.00 , 675.00 , 360.00 , 360.00 , 360.00 , 360.00 , 360.00 ,,,,,,,,,,,,,,
SALARY ADVANCE," 120,003.00 ",162850," 282,853.00 ",,,,,,,," 63,353.00 ",,,,,," 5,000.00 ",,,,,,,,,,,,,,,,,,," 15,000.00 ",," 26,000.00 "," 20,000.00 "," 10,000.00 "," 15,000.00 "," 10,000.00 "," 20,000.00 "," 10,000.00 "," 10,000.00 "," 23,000.00 ",," 25,000.00 "," 11,000.00 "," 3,000.00 "," 8,000.00 ",," 8,500.00 ",58500," 13,985.69 ",Joshua M. Mutuku,," 3,000.00 "," 4,000.00 ", 375.00 , 500.00 ,,,,,,
SHIF," 105,839.62 ",60850," 166,689.62 "," 10,946.42 "," 12,115.89 "," 6,617.41 "," 4,283.68 "," 15,125.00 "," 12,110.53 ", -   ," 11,000.00 "," 9,963.73 "," 10,066.05 "," 9,859.20 "," 8,683.13 "," 6,875.00 "," 3,551.18 "," 2,647.81 "," 2,334.31 "," 2,492.66 "," 1,579.77 "," 1,314.56 "," 1,445.39 "," 1,446.03 "," 1,314.57 "," 1,314.56 ", -   , -   ," 1,314.56 "," 1,221.43 "," 1,221.43 "," 1,221.43 "," 1,221.43 ", -   ," 3,944.82 "," 1,442.40 "," 1,666.32 "," 1,251.62 "," 1,047.23 "," 1,128.81 "," 1,223.54 ", 987.80 ," 1,070.92 "," 1,273.53 "," 1,273.53 "," 1,041.98 "," 1,512.50 "," 1,237.50 ", 660.00 , 660.00 , 660.00 , 660.00 , 660.00 ,,,Dickson M. Lidahuli,," 3,000.00 "," 4,000.00 ", 375.00 , 500.00 ,,,,,,
HELB/OTHER,,," 23,500.00 ",,,,,,,,,,," 5,000.00 "," 5,000.00 ",,,,,,," 2,000.00 "," 2,000.00 "," 4,000.00 "," 2,000.00 ",,,, -   ," 2,500.00 ",,,,,,,,,,,,,,,,,," 1,000.00 ",,,,,,,,,,,," 3,275.30 "," 4,367.07 ",,,,,,
STAFF WELFARE/LOAN,,," 138,549.00 ",,," 55,167.00 "," 20,833.00 ",,,,,,,,,," 42,033.00 ",,,,,,,,,,,,,,,,,,," 14,683.00 ",,,,,,," 5,833.00 ",,,,,,,,,,,,"-5,833.00 ",,,,,,,,,,,,
SACCO,,," 36,900.00 ",   ,,,,,,,,,,,, -   ,," 3,600.00 ",,,,,,,,,,,,,,,,," 15,000.00 ",,," 2,000.00 "," 4,200.00 ",," 6,000.00 ",," 4,100.00 ",," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,
UNION/HOUSE LEVY JULY,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2,891.78 "," 3,855.70 ",,,,,,
,,," 1,064,392.82 "," 38,979.79 "," 51,913.46 "," 79,585.55 "," 37,401.73 "," 53,035.00 "," 42,895.41 ", -   ," 82,513.00 "," 35,674.36 "," 36,018.53 "," 40,322.76 "," 36,366.88 "," 25,285.00 "," 61,137.88 "," 14,666.27 "," 10,011.77 "," 10,544.39 "," 7,473.78 "," 8,581.70 "," 9,021.78 "," 11,023.92 "," 8,581.73 "," 6,581.70 ", -   , -   ," 4,191.59 "," 8,768.43 "," 4,047.66 "," 4,047.66 "," 4,047.66 ", -   ," 30,428.94 "," 36,694.71 "," 7,764.88 "," 34,370.00 "," 29,882.52 "," 15,956.89 "," 27,275.56 "," 15,482.59 "," 35,695.18 "," 16,443.68 "," 18,443.68 "," 28,664.83 "," 4,497.50 "," 30,072.50 "," 13,533.64 "," 5,656.36 "," 10,607.27 "," 2,558.18 "," 10,996.82 ",,,,,,,,,,,,,,
,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL DEDUCTIONS+TAX,,," 2,792,897.18 "," 139,155.53 "," 160,777.93 "," 143,620.40 "," 77,357.96 "," 204,417.48 "," 239,228.24 ", -   ," 197,745.80 "," 184,847.22 "," 177,954.84 "," 185,294.18 "," 171,559.10 "," 88,157.30 "," 93,441.12 "," 35,864.25 "," 27,918.68 "," 28,349.40 "," 15,901.42 "," 12,933.62 "," 16,067.76 "," 18,076.53 "," 14,282.67 "," 12,282.57 ", -   , -   ," 8,267.45 "," 13,511.72 "," 9,457.17 "," 9,412.17 "," 9,457.17 ", -   ," 62,750.63 "," 48,289.76 "," 18,443.60 "," 41,134.03 "," 34,195.96 "," 21,109.04 "," 33,477.53 "," 19,184.89 "," 41,148.26 "," 23,083.79 "," 25,083.79 "," 33,214.82 "," 14,419.71 "," 37,707.56 "," 13,557.80 "," 6,161.20 "," 10,919.84 "," 2,678.48 "," 10,996.82 ",,,,,,,,,,,,,,
NET SALARY,,,," 258,896.23 "," 279,800.01 "," 102,449.75 "," 83,849.26 "," 345,582.53 "," 258,194.11 ", -   ," 202,254.20 "," 231,199.27 "," 241,812.48 "," 226,951.29 "," 197,920.01 "," 161,842.70 "," 41,129.95 "," 65,856.98 "," 62,402.52 "," 62,292.63 "," 41,544.85 "," 34,868.56 "," 36,491.99 "," 34,506.36 "," 33,519.78 "," 35,519.61 ", -   , -   ," 39,534.74 "," 30,903.78 "," 34,958.33 "," 35,003.33 "," 34,958.33 ", -   ," 80,697.36 "," 20,327.00 "," 47,586.91 "," 10,980.43 "," 9,322.52 "," 25,375.68 "," 16,452.19 "," 22,172.17 "," 6,218.52 "," 28,663.42 "," 26,663.42 "," 11,081.17 "," 46,017.50 "," 15,030.80 "," 11,669.48 "," 21,111.52 "," 15,534.70 "," 22,957.89 "," 13,616.82 "," 3,453,376.34 ",,,,,,,,,,,,,
TOTAL PAYROLL,,," 3,665,723.07 "," 268,241.25 "," 290,514.82 "," 57,622.26 "," 86,705.93 "," 359,262.53 "," 268,712.91 ", -   ," 275,357.20 "," 239,613.93 "," 250,425.87 "," 235,315.28 "," 205,158.14 "," 87,315.96 "," 26,183.01 "," 134,436.40 "," 122,662.96 "," 63,461.43 "," 42,104.53 "," 35,238.42 "," 36,917.29 "," 34,932.39 "," 33,899.52 "," 35,930.67 ", -   , -   ," 39,912.25 "," 31,275.21 "," 35,329.75 "," 35,373.40 "," 35,329.75 "," 33,365.68 "," 83,453.91 "," 22,412.73 "," 48,148.23 "," 20,198.87 "," 9,519.76 "," 28,549.02 "," 21,810.05 "," 17,309.97 "," 14,348.50 "," 32,916.95 "," 20,916.95 "," 10,595.00 "," 36,425.00 "," 16,942.90 "," 10,695.91 "," 16,642.27 "," 13,472.20 "," 17,695.91 "," 12,503.64 ",,,,,,,,,,,,,,
,,,3665695.61," (9,345.03)"," (10,714.81)"," 44,827.49 "," (2,856.67)"," (13,680.00)"," (10,518.80)", -   ," (73,103.00)"," (8,414.65)"," (8,613.39)"," (8,363.99)"," (7,238.13)"," 74,526.74 "," 14,946.94 "," (68,579.42)"," (60,260.43)"," (1,168.80)", (559.68), (369.86), (425.31), (426.03), (379.75), (411.06), -   , -   , (377.52), (371.43), (371.43), (370.08), (371.43)," (33,365.68)"," (2,756.55)"," (2,085.73)", (561.32)," (9,218.45)", (197.23)," (3,173.35)"," (5,357.86)"," 4,862.20 "," (8,129.97)"," (4,253.53)"," 5,746.48 ", 486.17 ," 9,592.50 "," (1,912.10)", 973.57 ," 4,469.25 "," 2,062.50 "," 5,261.98 "," 1,113.18 ",,,,,,,,,,,,,,
,,,," 5,970.78 "," 6,608.67 "," 3,609.49 "," 17,976.33 "," 8,250.00 "," 6,605.74 ", -   ," 6,000.00 "," 5,434.76 "," 5,490.57 "," 5,377.75 "," 4,736.25 "," 3,750.00 "," 1,937.01 "," 1,444.26 "," 1,273.26 "," 1,359.63 ", 861.69 , 717.03 , 788.40 , 788.74 , 717.04 , 717.03 , -   , -   , 717.03 , 666.23 , 666.23 , 666.23 , 666.23 ,," 2,151.72 ", 786.76 , 908.90 , 682.70 , 571.22 , 615.71 , 667.39 , 538.80 , 584.14 , 694.65 , 694.65 , 568.35 , 825.00 , 675.00 ,,,,, 360.00 ,,,,,,,,,,,,,,
,,,,,290813.2739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, 27.46 ," 5,970.78 "," 6,608.67 "," 3,691.05 "," 2,418.11 "," 8,250.00 "," 7,461.34 ", -   , -   ," 6,240.70 "," 6,296.51 "," 6,183.68 "," 5,542.19 "," 3,750.00 "," 2,018.57 "," 1,525.82 "," 1,354.82 "," 1,359.63 ", 861.69 , 717.03 ,788.396175, 788.74 , 717.04 , 717.03 , -   , -   , 717.03 , 666.23 , 666.23 , 666.23 , 666.23 , -   ," 2,151.72 "," 1,029.25 ", 990.46 , 781.72 , 652.78 , 697.27 , 748.95 , 620.36 , 710.50 , 776.21 , 776.21 , 664.44 , 906.56 , 791.08 , 378.41 , 409.09 , 396.82 , 384.55 , 369.20 ,,,,,,,,,,,,,,
,,,, -   , -   , 81.56 , 81.56 , -   , 855.59 , -   ,"-6,000.00 ", 805.94 , 805.94 , 805.94 , 805.94 , -   , 81.56 , 81.56 , 81.56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 242.49 , 81.56 , 99.01 , 81.56 , 81.56 , 81.56 , 81.56 , 126.36 , 81.56 , 81.56 , 96.09 , 81.56 , 116.08 ,,,,, 9.20 ,,,,,,,,,,,,,,
,,,," 5,978.96 "," 6,614.52 "," 3,822.55 "," 2,545.42 "," 8,272.50 "," 9,879.25 ", -   ," 6,022.50 "," 8,151.03 "," 8,192.42 "," 8,075.45 "," 7,445.21 "," 3,772.50 "," 2,139.80 "," 1,556.20 "," 1,381.82 "," 1,381.69 ", 884.19 , 747.84 , 810.89 , 811.24 , 739.54 , 739.53 , -   , -   , 739.43 , 688.73 , 688.73 , 686.48 , 688.73 , -   ," 2,183.08 "," 1,038.25 ", 999.46 , 790.72 , 661.78 , 706.27 , 780.45 , 629.36 , 719.50 , 785.21 , 785.21 , 673.44 , 915.56 , 800.08 , 387.41 , 418.09 , 405.82 , 393.55 , 378.20 ,,,,,,,,,,,,,,
,,,, 8.19 , 5.85 , 131.50 , 127.32 , 22.50 ," 2,417.91 ", -   ," 6,022.50 "," 1,910.33 "," 1,895.91 "," 1,891.77 "," 1,903.02 ", 22.50 , 121.23 , 30.39 , 27.00 , 22.06 , 22.50 , 30.80 , 22.50 , 22.50 , 22.50 , 22.50 , -   , -   , 22.40 , 22.50 , 22.50 , 20.25 , 22.50 , -   , 31.36 , 9.00 , 9.00 , 9.00 , 9.00 , 9.00 , 31.50 , 9.00 , 9.00 , 9.00 , 9.00 , 9.00 , 9.00 , 9.00 ,,,,, 9.00 ,,,,,,,,,,,,,,
,,,Pension in excess of limit 20K, (97.41)," 11,028.90 "," (7,968.35)"," (12,211.50)"," 7,500.00 "," 2,019.14 "," (20,000.00)"," (20,000.00)"," (1,884.13)"," (1,698.09)"," (2,074.18)"," (4,212.50)"," (7,500.00)"," (13,543.31)"," (15,185.80)"," (15,755.80)"," (15,467.90)"," (17,127.69)"," (17,609.89)"," (17,372.01)"," (17,370.86)"," (17,609.88)"," (17,609.89)"," (20,000.00)"," (20,000.00)"," (20,000.00)"," (17,779.23)"," (20,000.00)"," (20,000.00)",,," (12,827.60)"," (17,377.45)"," (16,970.34)"," (17,724.32)"," (18,095.94)"," (17,947.63)"," (17,775.38)"," (18,204.01)"," (18,052.88)"," (17,684.50)"," (17,684.50)"," (18,105.50)",," (20,000.00)",,,,," (20,000.00)",,,,,,,,,,,,,,
,,,,," 301,528.09 ",,,,,,,,,,,,,,,, (609.12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AHL-Refund (Jan-Feb)," 188,505.61 "," 11,941.55 "," 13,217.34 "," 7,218.99 "," 4,673.10 "," 15,000.00 "," 13,211.49 "," 9,005.39 "," 10,869.52 "," 10,869.52 "," 10,981.15 "," 10,755.49 "," 9,472.50 "," 3,750.00 "," 3,874.02 "," 2,888.52 "," 2,546.52 "," 2,719.26 "," 1,723.39 "," 1,434.07 "," 1,576.79 "," 1,577.49 "," 1,434.07 "," 1,434.07 "," 1,434.07 "," 1,434.07 "," 1,434.07 "," 1,332.47 "," 1,332.47 "," 1,332.47 "," 1,332.47 "," 1,332.47 "," 4,140.32 "," 1,573.53 "," 1,817.80 "," 1,365.41 "," 1,142.44 "," 1,231.43 "," 1,334.78 "," 1,077.60 "," 1,168.28 "," 1,389.30 "," 1,389.30 "," 1,136.70 "," 1,650.00 "," 1,350.00 ", 720.00 , 720.00 , 720.00 , 720.00 , 720.00 ,,,,,,,,,,,,,,
,,," 177,636.08 "," 270,837.78 "," 293,017.34 "," 109,668.74 "," 88,522.36 "," 360,582.53 "," 271,405.60 "," 9,005.39 "," 213,123.72 "," 242,068.79 "," 252,793.63 "," 237,706.78 "," 207,392.51 "," 165,592.70 "," 45,003.97 "," 68,745.50 "," 64,949.04 "," 65,011.89 "," 43,268.24 "," 36,302.63 "," 38,068.78 "," 36,083.85 "," 34,953.85 "," 36,953.68 "," 1,434.07 "," 1,434.07 "," 40,968.80 "," 32,236.25 "," 36,290.79 "," 36,335.79 "," 36,290.79 "," 1,332.47 "," 84,837.68 "," 21,900.53 "," 49,404.71 "," 12,345.83 "," 10,464.96 "," 26,607.10 "," 17,786.96 "," 23,249.77 "," 7,386.80 "," 30,052.72 "," 28,052.72 "," 12,217.87 "," 47,667.50 "," 16,380.80 "," 12,389.48 "," 21,831.52 "," 16,254.70 "," 23,677.89 "," 14,336.82 ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1.088327976,," 44,310.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Taxable benefits, 545.83 , 390.00 ," 8,766.42 "," 8,487.67 "," 1,500.00 "," 161,194.12 ", -   ," 1,500.00 "," 127,355.36 "," 126,393.96 "," 126,117.93 "," 126,867.93 "," 1,500.00 "," 8,082.24 "," 2,025.71 "," 1,800.00 "," 1,470.60 "," 1,499.70 "," 2,053.50 "," 1,499.72 "," 1,500.00 "," 1,500.00 "," 1,500.00 ", -   , -   ," 1,493.18 "," 1,500.00 "," 1,500.00 "," 1,350.00 ",,," 2,090.40 ", 600.00 , 600.00 , 600.00 , 600.00 , 600.00 ," 2,100.00 ", 600.00 , 600.00 , 600.00 , 600.00 ,,,,,,,,,,,,,,,,,,,,,,
,,,Arrears/OT/Others, -   , -   , -   , -   , -   ," 57,039.51 ",#REF!,#REF!," 53,729.11 "," 53,729.11 "," 53,729.11 "," 53,729.11 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   ," 10,728.60 ", -   ," 1,163.70 ", -   , -   , -   , -   ," 2,987.07 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,," (22,554.57)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 14,691.46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 36,833.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, mwananchi , mib , TOTAL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JKK," 38,600.00 ",," 38,600.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMM," 14,683.00 ",," 14,683.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VO," 6,324.00 ",," 6,324.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS," 7,915.00 ",," 7,915.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM," 5,833.00 ",," 5,833.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB," 21,100.00 "," 15,733.00 "," 36,833.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 94,455.00 "," 15,733.00 "," 110,188.00 ","-28,361.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
